taxa;Taxon;Pathogen;Pathogenicity;Origin;Origin_verbatim;Origin_verbatim;Origin_details;;;"""=SE(CONTA.SE(G:G; J13)=0; ""NUOVO""; """")""";DATI FILTRA NUOVO - COPIA;
S;Leisingera aquimarina;N;1;E;Environmental;SeaWater;Marine Alphaproteobacteria;;;;;
G;Lelliottia;PP;1;O;Ubiquitous;Water, Clinical;Some environmental, some opportunistic pathogens;;;;;
;Lentibacter;N;N;E;Environmental;Marine;Sea-associated bacterium;;;;;
;Lentilactobacillus;N;N;W;Anthropogenic;Fermented food, gut;Food, intestinal lactic acid bacterium;;;;;
;Lentilitoribacter;N;N;E;Environmental;Marine;Ocean-associated;;;;;
S;Lentilitoribacter donghaensis;N;1;E;Environmental;SeaWater (Donghae, Korea);Marine isolate;;;;;
;Lentimicrobiaceae;N;N;E;Environmental;Anaerobic environments;Gut-, environment-associated family;;;;;
;Lentimicrobium;N;N;W;Anthropogenic;Anaerobic digester;Common in wastewater systems;;;;;
;Lentimonas;N;N;E;Environmental;Marine;Ocean-associated bacterium;;;;;
;Lentimonas marisflavi;N;N;E;Environmental;SeaWater;Marine isolate;;;;;
;Lentisphaera;N;N;E;Environmental;Marine plankton;Found in seawater, ocean surface;;;;;
;Lentisphaeria;N;N;E;Environmental;Marine;Marine Lentisphaerae;;;;;
;Lentisphaeria P.palmC41;N;N;E;Environmental;Marine plankton;Associated with phytoplankton;;;;;
;Lentisphaeria SS1-B-02-17;N;N;E;Environmental;Marine;Environmental ocean isolate;;;;;
;Leptolinea;N;N;W;Anthropogenic;Anaerobic sludge;Found in wastewater digesters;;;;;
;Leptolyngbya PCC-6406;N;N;E;Environmental;Freshwater, soils;Cyanobacterium;;;;;
;Leptolyngbyaceae;N;N;E;Environmental;Water and terrestrial;Cyanobacterial family;;;;;
;Leptolyngbyaceae RD011;N;N;E;Environmental;Freshwater;Environmental cyanobacteria;;;;;
;Leptonema;N;N;E;Environmental;Freshwater;Aquatic spirochete;;;;;
;Leptospira;P;2;O;Ubiquitous;Water, soil, animals;Pathogenic, saprophytic species;;;;;
;Leptospiraceae;N;N;O;Ubiquitous;Water, soil;Includes pathogens, free-living species;;;;;
;Leptospiraceae RBG-16-49-21;N;N;E;Environmental;Freshwater;Environmental clade;;;;;
G;Leptospirillum;PP;1;O;Ubiquitous;Acid mine drainage;Iron-oxidizing, acidophilic;;;;;
G;Leptothrix;PP;1;E;Environmental;Freshwater, Sediment;Iron, manganese oxidizers;;;;;
S;Leptothrix ochracea;N;1;E;Environmental;Freshwater;Known for iron deposition;;;;;
;Leptotrichia;P;2;W;Anthropogenic;Human, Oral cavity, gut;Commensals, opportunists;;;;;
;Leptotrichiaceae;N;N;W;Anthropogenic;Human, animal;Oral, gut flora;;;;;
G;Leucobacter;PP;1;E;Environmental;Soil, Plant;Environmental Actinobacteria;;;;;
G;Leuconostoc;PP;1;W;Anthropogenic;Fermented food, Plant;Dairy, vegetable fermentation;;;;;
S;Leuconostoc carnosum;N;1;W;Anthropogenic;Meat products;Food-associated;;;;;
;Leucothrix;N;N;E;Environmental;Marine;Filamentous marine bacteria;;;;;
;Leucotrichaceae;N;N;E;Environmental;Marine;Family associated with marine habitats;;;;;
;Levilactobacillus;N;N;W;Anthropogenic;Fermented food;Lactic acid bacterium;;;;;
;Lewinella;N;N;E;Environmental;Marine;Marine Flavobacteria;;;;;
S;Lewinella marina;N;1;E;Environmental;SeaWater;Marine isolate;;;;;
;Libanicoccus;N;N;W;Anthropogenic;Human, Gut;Part of gut microbiota;;;;;
;Lichenibacteriaceae 1174-901-12;N;N;E;Environmental;Lichens;Symbiotic with lichens;;;;;
;Ligilactobacillus;N;N;W;Anthropogenic;Gut, Fermented food;Probiotic, food-related;;;;;
;Lihuaxuella;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Limibacillus;N;N;E;Environmental;Sediment;Mud-associated;;;;;
;Limibacter;N;N;E;Environmental;Sediment;Environmental bacterium;;;;;
;Limibaculum;N;N;E;Environmental;Sediment;Anaerobic habitats;;;;;
;Limimaricola;N;N;E;Environmental;Marine;Ocean-associated;;;;;
;Limimonas;N;N;E;Environmental;Saline lakes, seaWater;Halophilic bacterium;;;;;
;Limisphaera;N;N;E;Environmental;Freshwater;Verrucomicrobia;;;;;
;Limnobacter;N;N;E;Environmental;Freshwater lakes;Associated with freshwater ecosystems;;;;;
S;Limnobacter thiooxidans;N;1;E;Environmental;Freshwater, sulfur-rich;Sulfur-oxidizing;;;;;
;Limnochorda;N;N;E;Environmental;Soil, sediment;Unusual bacterial lineage;;;;;
;Limnochordaceae;N;N;E;Environmental;Environment;Family within rare phylum;;;;;
;Limnochordales;N;N;E;Environmental;Environment;Order of Limnochordia;;;;;
;Limnochordia;N;N;E;Environmental;Sediment;Rare bacterial lineage;;;;;
;Limnochordia M55-D21;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Limnochordia MBA03;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Limnohabitans;N;N;E;Environmental;Freshwater plankton;Abundant in lakes, rivers;;;;;
;Limnohabitans curvus;N;N;E;Environmental;Freshwater;Freshwater isolate;;;;;
S;Limnohabitans parvus;N;1;E;Environmental;Freshwater;Lake bacterium;;;;;
;Limnohabitans planktonicus;N;N;E;Environmental;Freshwater plankton;Associated with planktonic ecosystems;;;;;
;Limnohabitans sp 15K;N;N;E;Environmental;Freshwater;Environmental isolate;;;;;
;Limnohabitans sp 2KL 51;N;N;E;Environmental;Freshwater;Lake bacterium;;;;;
;Limnohabitans sp 63ED37 2;N;N;E;Environmental;Freshwater;Environmental isolate;;;;;
;Limnohabitans sp Bal53;N;N;E;Environmental;Freshwater;Lake bacterium;;;;;
;Limnohabitans sp G3 2;N;N;E;Environmental;Freshwater;Environmental isolate;;;;;
;Limnohabitans sp Hippo3;N;N;E;Environmental;Freshwater;Isolated from water body;;;;;
;Limnohabitans sp Jir72;N;N;E;Environmental;Freshwater;Environmental isolate;;;;;
;Limnohabitans sp MMS 10A 178;N;N;E;Environmental;Freshwater;Environmental isolate;;;;;
;Limnohabitans sp Rim28;N;N;E;Environmental;Freshwater;Lake bacterium;;;;;
;Limnohabitans sp T6 20;N;N;E;Environmental;Freshwater;Environmental isolate;;;;;
;Limnohabitans sp TS CS 82;N;N;E;Environmental;Freshwater;Environmental isolate;;;;;
;Limnoraphis robusta;N;N;E;Environmental;Freshwater;Filamentous cyanobacteria;;;;;
;Limnothrix;N;N;E;Environmental;Freshwater;Cyanobacteria genus;;;;;
;Limosilactobacillus;N;N;W;Anthropogenic;Gut, Fermented food;Food, probiotic bacterium;;;;;
;Liquorilactobacillus;N;N;W;Anthropogenic;Fermented beverages;Found in fermented drinks;;;;;
;Lishizhenia;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Litchfieldia;N;N;E;Environmental;Soil;Actinobacteria;;;;;
;Litoreibacter;N;N;E;Environmental;Marine;Marine Alphaproteobacteria;;;;;
;Litoribacillus;N;N;E;Environmental;Marine;Ocean-associated;;;;;
;Litoribaculum;N;N;E;Environmental;Marine;Environmental bacterium;;;;;
;Litoribrevibacter;N;N;E;Environmental;Marine;Ocean isolate;;;;;
;Litoricola;N;N;E;Environmental;Marine;Seawater bacterium;;;;;
;Litorilinea;N;N;E;Environmental;Marine Sediment;Anaerobic marine isolate;;;;;
;Litorilituus;N;N;E;Environmental;Marine;Seawater isolate;;;;;
;Litorimicrobium;N;N;E;Environmental;Marine;Ocean bacterium;;;;;
;Litorimonas;N;N;E;Environmental;Marine;Ocean bacterium;;;;;
;Litorivicinus;N;N;E;Environmental;Marine;Marine isolate;;;;;
;Litorivivens;N;N;E;Environmental;Marine;Ocean isolate;;;;;
;Loigolactobacillus;N;N;W;Anthropogenic;Fermented food;Food-related lactic acid bacterium;;;;;
;Loktanella;N;N;E;Environmental;Marine;Seawater Alphaproteobacteria;;;;;
;Lolliginicoccus;N;N;E;Environmental;Marine (squid symbiont);Symbiotic association with squid;;;;;
;Longibacter;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Longilinea;N;N;W;Anthropogenic;Anaerobic sludge;Anaerobic digester bacterium;;;;;
;Longimicrobiaceae;N;N;E;Environmental;Soil, Sediment;Environmental phylum;;;;;
;Longimicrobiaceae YC-ZSS-LKJ147;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Longimicrobium;N;N;E;Environmental;Soil;Environmental bacterium;;;;;
S;Longimonas halophila;N;1;E;Environmental;Saline Water;Halophilic bacterium;;;;;
;Longispora;N;N;E;Environmental;Soil;Actinobacteria genus;;;;;
;Longivirga;N;N;E;Environmental;Soil;Actinobacteria genus;;;;;
;Lonsdalea;N;N;E;Environmental;Plant (pathogen);Plant pathogenic bacterium;;;;;
;Luedemannella;N;N;E;Environmental;Soil;Actinobacteria genus;;;;;
;Luminiphilus;N;N;E;Environmental;Marine;Light-associated marine bacterium;;;;;
;Lunatibacter;N;N;E;Environmental;Marine;Ocean isolate;;;;;
;Lutaonella;N;N;E;Environmental;Marine hot spring;Thermophilic marine isolate;;;;;
;Luteibacter;N;N;E;Environmental;Soil, Plant rhizosphere;Plant-associated bacterium;;;;;
;Luteibaculum;N;N;E;Environmental;Soil;Environmental bacterium;;;;;
;Luteimicrobium;N;N;E;Environmental;Soil;Actinobacterium;;;;;
;Luteimonas;N;N;E;Environmental;Soil, Water;Environmental bacterium;;;;;
;Luteitalea;N;N;E;Environmental;Soil;Verrucomicrobia lineage;;;;;
;Luteivirga;N;N;E;Environmental;Marine;Marine Bacteroidetes;;;;;
;Luteococcus;N;N;E;Environmental;Soil;Actinobacteria genus;;;;;
;Luteolibacter;N;N;E;Environmental;Soil, Freshwater;Verrucomicrobia genus;;;;;
;Lutibacter;N;N;E;Environmental;Marine Sediment;Marine flavobacterium;;;;;
;Lutibaculum;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Lutimaribacter;N;N;E;Environmental;Marine;Marine bacterium;;;;;
S;Lutimaribacter marinistellae;N;1;E;Environmental;SeaWater;Marine isolate;;;;;
G;Lutimonas;PP;1;E;Environmental;Marine;Marine bacterium;;;;;
S;Lutimonas saemankumensis;N;1;E;Environmental;SeaWater;Marine isolate;;;;;
;Lutispora;N;N;W;Anthropogenic;Anaerobic sludge;Found in wastewater systems;;;;;
;Lyngbya PCC-7419;N;N;E;Environmental;Marine, Cyanobacteria;Filamentous, toxin-producing;;;;;
;Lyngbya sp PCC 8106;N;N;E;Environmental;Marine, Cyanobacteria;Cyanobacterium strain;;;;;
;Lysinibacillus;N;N;E;Environmental;Soil, insects;Includes entomopathogenic strains;;;;;
;Lysinimonas;N;N;E;Environmental;Soil;Actinobacteria genus;;;;;
G;Lysobacter;PP;1;E;Environmental;Soil, rhizosphere;Predatory bacteria;;;;;
S;Lysobacter defluvii;N;1;W;Anthropogenic;Wastewater;Wastewater isolate;;;;;
S;Lysobacter niabensis;N;1;E;Environmental;Soil;Environmental isolate;;;;;
S;Lysobacter spongiicola;N;1;E;Environmental;Marine sponges;Symbiont of marine sponges;;;;;
;Lysobacteraceae;N;N;E;Environmental;Soil, Water;Family of environmental bacteria;;;;;
;Lysobacteraceae SN8;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Lysobacterales;N;N;E;Environmental;Soil, Freshwater;Environmental order;;;;;
;Lyticum;N;N;E;Environmental;Insect symbionts;Symbiotic Alphaproteobacteria;;;;;
;Macellibacteroides;N;N;W;Anthropogenic;Anaerobic digester;Wastewater-associated;;;;;
S;Macellibacteroides fermentans;N;1;W;Anthropogenic;Anaerobic digester;Fermentative bacterium;;;;;
G;Macrococcus;PP;1;E;Environmental;Animal skin;Commensal, opportunistic pathogen;;;;;
;Mageeibacillus;N;N;W;Anthropogenic;Human, Gut;Gut-associated;;;;;
;Magnetococcus;N;N;E;Environmental;Marine;Magnetotactic bacterium;;;;;
;Magnetospira;N;N;E;Environmental;Marine;Magnetotactic bacterium;;;;;
;Magnetospiraceae;N;N;E;Environmental;Marine, Freshwater;Magnetotactic family;;;;;
;Magnetospirillaceae;N;N;E;Environmental;Freshwater;Magnetotactic family;;;;;
;Magnetospirillum;N;N;E;Environmental;Freshwater Sediment;Magnetotactic genus;;;;;
;Magnetovibrio;N;N;E;Environmental;Marine;Magnetotactic bacterium;;;;;
;Mailhella;N;N;E;Environmental;Marine;Ocean isolate;;;;;
;Malaciobacter;N;N;E;Environmental;Marine;Seawater-associated;;;;;
;Malikia;N;N;O;Ubiquitous;Soil, Wastewater;Environmental, some from activated sludge;;;;;
S;Malikia granosa;N;1;W;Anthropogenic;Wastewater;Found in sludge systems;;;;;
S;Malikia spinosa;N;1;E;Environmental;Soil;Environmental isolate;;;;;
;Maliponia;N;N;E;Environmental;Soil;Environmental bacterium;;;;;
;Malonomonas;N;N;E;Environmental;Anaerobic Sediment;Malonate-fermenting bacteria;;;;;
;Mameliella;N;N;E;Environmental;Marine algae symbiont;Associated with phytoplankton;;;;;
;Mannheimia;P;2;E;Environmental;Animal, Ruminant;Pathogen of sheep, cattle;;;;;
;Margulisbacteria;N;N;E;Environmental;Marine, subsurface;Candidate phylum, environmental;;;;;
;Maribacter;N;N;E;Environmental;Marine;Flavobacterium from ocean;;;;;
;Maribellus;N;N;E;Environmental;Marine;Ocean bacterium;;;;;
;Maribius;N;N;E;Environmental;Marine;Seawater Alphaproteobacteria;;;;;
S;Maribius pontilimi;N;1;E;Environmental;Coastal seaWater;Marine isolate;;;;;
;Maricaulis;N;N;E;Environmental;Marine;Ocean isolate;;;;;
;Marichromatium;N;N;E;Environmental;Water, sulfur-rich;Purple sulfur bacteria;;;;;
;Maricurvus;N;N;E;Environmental;Marine;Seawater isolate;;;;;
;Maridesulfovibrio;N;N;E;Environmental;Marine Sediment;Sulfate-reducing bacterium;;;;;
;Marihabitans;N;N;E;Environmental;Marine;Ocean bacterium;;;;;
S;Marihabitans asiaticum;N;1;E;Environmental;SeaWater;Marine isolate;;;;;
;Marimicrobium;N;N;E;Environmental;Marine;Ocean bacterium;;;;;
;Marinagarivorans;N;N;E;Environmental;Marine;Marine bacterium degrading agar;;;;;
;Marinibacterium;N;N;E;Environmental;Marine;Ocean-associated genus;;;;;
;Mariniblastus;N;N;E;Environmental;Marine;Ocean isolate;;;;;
;Marinicauda;N;N;E;Environmental;Marine;Marine isolate;;;;;
;Marinicaulis;N;N;E;Environmental;Marine;Ocean bacterium;;;;;
;Marinicella;N;N;E;Environmental;Marine;Ocean Gammaproteobacteria;;;;;
;Marinifilaceae;N;N;E;Environmental;Marine;Marine family;;;;;
;Marinifilum;N;N;E;Environmental;Marine Sediment;Marine Bacteroidetes;;;;;
;Mariniflexile;N;N;E;Environmental;Marine;Marine Bacteroidetes;;;;;
;Marinilabiliaceae;N;N;E;Environmental;Marine Sediment;Marine family;;;;;
;Marinilactibacillus;N;N;E;Environmental;Marine;Marine lactic acid bacterium;;;;;
;Marinilutecoccus;N;N;E;Environmental;Marine;Ocean isolate;;;;;
;Marinimicrobia SAR406 clade;N;N;E;Environmental;Marine deep ocean;Candidate phylum, oceanic;;;;;
;Marinimicrobium;N;N;E;Environmental;Marine;Ocean bacterium;;;;;
;Marininema;N;N;E;Environmental;Marine;Actinobacteria genus;;;;;
;Mariniphaga;N;N;E;Environmental;Marine;Ocean Bacteroidetes;;;;;
;Mariniradius;N;N;E;Environmental;Marine;Ocean bacterium;;;;;
;Marinirhabdus;N;N;E;Environmental;Marine;Ocean bacterium;;;;;
G;Marinobacter;PP;1;E;Environmental;Marine;Hydrocarbon-degrading, oceanic;;;;;
S;Marinobacter hydrocarbonoclasticus;N;1;O;Ubiquitous;Marine oil-polluted Waters;Hydrocarbon degrader, marine pollutant-related;;;;;
S;Marinobacter lacisalsi;N;1;E;Environmental;Saline lakes;Halophilic species;;;;;
S;Marinobacter lipolyticus;N;1;E;Environmental;Marine;Lipid-degrading bacterium;;;;;
S;Marinobacter litoralis;N;1;E;Environmental;Marine;Marine isolate;;;;;
S;Marinobacter salsuginis;N;1;E;Environmental;Marine;Halophilic marine bacterium;;;;;
;Marinobacterium;N;N;E;Environmental;Marine;Ocean Gammaproteobacteria;;;;;
S;Marinobacterium stanieri;N;1;E;Environmental;SeaWater;Marine isolate;;;;;
;Marinococcaceae;N;N;E;Environmental;Marine, Saline environments;Found in ocean habitats;;;;;
G;Marinococcus;PP;1;E;Environmental;Marine;Halophilic marine genus;;;;;
;Marinomonas;N;N;E;Environmental;Marine;Found in seawater, marine organisms;;;;;
S;Marinomonas communis;N;1;E;Environmental;Marine;Environmental marine isolate;;;;;
;Marinoscillum;N;N;E;Environmental;Marine;Marine bacterium;;;;;
;Marinosulfonomonas;N;N;E;Environmental;Marine;Marine sulfur-metabolizing bacterium;;;;;
;Marinovum;N;N;E;Environmental;Marine;Marine bacterium genus;;;;;
;Mariprofundus;N;N;E;Environmental;Marine;Iron-oxidizing marine bacterium;;;;;
;Maritalea;N;N;E;Environmental;Marine;Marine bacterium genus;;;;;
S;Maritalea myrionectae;N;1;E;Environmental;Marine;Marine isolate;;;;;
;Maritimibacter;N;N;E;Environmental;Marine;Marine bacterium;;;;;
;Maritimimonas;N;N;E;Environmental;Marine;Marine bacterium genus;;;;;
;Marivibrio;N;N;E;Environmental;Marine;Marine bacterium genus;;;;;
;Marivirga;N;N;E;Environmental;Marine;Marine bacterium genus;;;;;
S;Marivirga tractuosa;N;1;E;Environmental;Marine;Marine isolate;;;;;
;Marivita;N;N;E;Environmental;Marine;Marine bacterium genus;;;;;
;Marivivens;N;N;E;Environmental;Marine;Marine bacterium genus;;;;;
;Marixanthomonas;N;N;E;Environmental;Marine;Marine bacterium genus;;;;;
;Marmoricola;N;N;E;Environmental;Soil, Stone;Environmental genus;;;;;
;Martelella;N;N;E;Environmental;Marine, Soil;Found in soil, marine environments;;;;;
S;Martelella mediterranea;N;1;E;Environmental;Marine;Marine isolate;;;;;
;Marvinbryantia;N;N;W;Anthropogenic;Gut;Gut microbiome genus;;;;;
;Massilia;N;N;E;Environmental;Soil, Water;Environmental genus;;;;;
S;Massilia consociata;N;1;E;Environmental;Soil;Environmental isolate;;;;;
;Massilia sp CF038;N;N;E;Environmental;Soil;Environmental isolate;;;;;
S;Massilia yuzhufengensis;N;1;E;Environmental;Soil;Environmental isolate;;;;;
;Mastigocoleus BC008;N;N;E;Environmental;Marine;Cyanobacterium;;;;;
G;Megamonas;PP;1;W;Anthropogenic;Gut;Human gut bacterium;;;;;
S;Megamonas funiformis;N;1;W;Anthropogenic;Gut;Human gut isolate;;;;;
S;Megamonas funiformis CAG 377;N;1;W;Anthropogenic;Gut;Human gut isolate;;;;;
S;Megamonas hypermegale;N;1;W;Anthropogenic;Gut;Human gut isolate;;;;;
;Megasphaera;P;2;W;Anthropogenic;Gut;Human gut bacterium;;;;;
;Meinhardsimonia;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Meiothermus;N;N;E;Environmental;Hot springs;Thermophilic bacterium;;;;;
;Melghirimyces;N;N;E;Environmental;Soil;Environmental genus;;;;;
;Melioribacter;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Melioribacteraceae;N;N;E;Environmental;Soil, Water;Environmental family;;;;;
;Melioribacteraceae IheB3-7;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Membranicola;N;N;E;Environmental;Soil, Marine;Found in soil, marine environments;;;;;
;Membranihabitans;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Meridianimaribacter;N;N;E;Environmental;Marine;Marine isolate;;;;;
S;Meridianimaribacter flavus;N;1;E;Environmental;Marine;Marine isolate;;;;;
;Merismopedia 0BB39S01;N;N;E;Environmental;Freshwater;Cyanobacterium;;;;;
;Merismopedia 0BB39S01 glauca;N;N;E;Environmental;Freshwater;Cyanobacterium;;;;;
;Merismopedia AICB1015;N;N;E;Environmental;Freshwater;Cyanobacterium;;;;;
;Mesobacillus;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Mesoflavibacter;N;N;E;Environmental;Marine;Marine bacterium;;;;;
S;Mesoflavibacter sabulilitoris;N;1;E;Environmental;Marine;Marine isolate;;;;;
;Mesohalobacter;N;N;E;Environmental;Marine;Halophilic marine bacterium;;;;;
;Mesonia;N;N;E;Environmental;Marine;Marine bacterium genus;;;;;
S;Mesonia hippocampi;N;1;E;Environmental;Marine;Marine isolate;;;;;
S;Mesonia mobilis;N;1;E;Environmental;Marine;Marine isolate;;;;;
;Mesorhizobium;N;N;E;Environmental;Soil, Plant;Nitrogen-fixing soil bacterium;;;;;
;Metasolibacillus;N;N;E;Environmental;Soil;Environmental isolate;;;;;
S;Methanobrevibacter smithii;N;1;W;Anthropogenic;Gut;Human gut archaeon;;;;;
S;Methanothrix soehngenii;N;1;E;Environmental;Sediment;Acetoclastic methanogen;;;;;
;Methylacidiphilaceae;N;N;E;Environmental;Soil;Acidophilic methanotroph family;;;;;
;Methylarcula;N;N;E;Environmental;Marine;Marine methylotroph genus;;;;;
;Methylibium;N;N;E;Environmental;Soil, Water;Environmental methylotroph;;;;;
;Methylobacillus;N;N;E;Environmental;Soil, Water;Methylotrophic bacterium;;;;;
;Methylobacter;N;N;E;Environmental;Soil, Plant;Plant-associated methylotroph;;;;;
S;Methylobacterium radiotolerans;N;1;E;Environmental;Soil, Plant;Environmental methylotroph;;;;;
;Methylobacterium sp B4;N;N;E;Environmental;Soil, Plant;Environmental methylotroph;;;;;
;Methylobacterium-Methylorubrum;P;2;E;Environmental;Soil, Plant;Environmental genus;;;;;
;Methylobrevis;N;N;E;Environmental;Soil, Water;Environmental methylotroph;;;;;
;Methylocaldum;N;N;E;Environmental;Hot springs;Thermophilic methanotroph;;;;;
;Methylocapsa;N;N;E;Environmental;Soil, Water;Methane-oxidizing bacterium;;;;;
;Methyloceanibacter;N;N;E;Environmental;Marine;Marine methylotroph;;;;;
;Methyloceanibacter marginalis;N;N;E;Environmental;Marine;Marine methylotroph;;;;;
;Methylocella;N;N;E;Environmental;Soil;Methane-oxidizing bacterium;;;;;
;Methylococcaceae;N;N;E;Environmental;Soil, Water;Family of methanotrophs;;;;;
;Methylococcales;N;N;E;Environmental;Soil, Water;Order of methanotrophs;;;;;
;Methylocucumis oryzae;N;N;E;Environmental;Soil, Rice;Plant-associated methylotroph;;;;;
G;Methylocystis;PP;1;E;Environmental;Soil, Water;Methane-oxidizing bacterium;;;;;
;Methyloferula;N;N;E;Environmental;Soil;Methylotroph genus;;;;;
;Methylogaea;N;N;E;Environmental;Soil;Environmental methylotroph;;;;;
;Methylohalomonas;N;N;E;Environmental;Marine;Halophilic methylotroph;;;;;
